33,Jogging,49168542343000,-4.0588636,12.299174,15.595298
33,Jogging,49168652297000,-0.53119355,3.214402,-3.173541
33,Jogging,49168752243000,-9.112013,8.539958,3.759216
33,Jogging,49168852279000,6.973618,2.070293,0.27240697
33,Jogging,49168912429000,1.3075534,3.173541,-0.61291564
33,Jogging,49183789535000,-1.1168685,2.6423476,8.076866
33,Jogging,49183874710000,-0.9942854,3.0237172,8.308413
33,Jogging,49183932357000,-1.0760075,3.445948,8.049625
33,Jogging,49184042312000,-1.0760075,5.2165933,6.891896
33,Walking,49394992294000,0.84446156,8.008764,2.7921712
33,Walking,49395102310000,1.1168685,8.62168,3.7864566
33,Walking,49395202316000,-0.50395286,16.657684,1.3075534
33,Walking,49395302292000,4.7943625,10.760075,-1.1849703
33,Walking,49395412338000,-0.040861044,9.234595,-0.6946377
33,Walking,49395522293000,2.4925237,8.730643,-1.4573772
33,Walking,49395632309000,0.53119355,9.888372,-1.2258313
33,Walking,49395742294000,1.7570249,11.032481,-0.6537767
33,Walking,49395852340000,2.982856,12.14935,-1.3075534
33,Walking,49395962295000,-0.8036005,12.721405,-1.2666923
33,Walking,49396072311000,0.19068487,6.932757,0.53119355
33,Walking,49396172287000,-0.3405087,6.3198414,0.50395286
33,Walking,49396282333000,0.46309182,8.894087,5.7886477
33,Walking,49396382309000,0.08172209,7.246025,5.8976107
33,Walking,49396492294000,-0.7627395,4.6036777,-2.6423476
33,Walking,49396592239000,-1.607201,7.5456724,1.0351465
33,Walking,49396692276000,1.4573772,8.771504,-0.46309182
33,Walking,49396802292000,1.0351465,10.038197,-0.8036005
33,Walking,49396912338000,2.8738933,15.050485,0.6537767
33,Walking,49397012253000,-3.9499009,13.633968,-2.3018389
33,Walking,49397122299000,4.372132,7.4639506,-0.10896278
33,Walking,49397232315000,-1.7978859,1.4573772,-0.7218784
33,Walking,49397342300000,1.920469,18.46919,12.026767
33,Walking,49397452316000,-4.440233,17.502148,1.7297841
33,Walking,49397562301000,1.4573772,11.686258,0.040861044
33,Walking,49397672317000,1.920469,7.8180795,-1.7297841
33,Walking,49397782303000,1.879608,9.384419,-0.3405087
33,Walking,49397882278000,2.7649305,13.484144,1.6889231
33,Walking,49397982315000,-1.1441092,16.467001,-3.8273177
33,Walking,49398092300000,4.140586,6.0474343,-0.040861044
33,Walking,49398192276000,-1.334794,0.19068487,-2.6832085
33,Walking,49398302292000,1.334794,18.237646,13.715691
33,Walking,49398412307000,-4.1814466,16.249075,1.1849703
33,Walking,49398522293000,1.7297841,11.264028,0.84446156
33,Walking,49398632309000,0.14982383,9.575105,0.50395286
33,Walking,49398742294000,2.982856,9.615966,-0.50395286
33,Walking,49398852310000,2.8330324,14.560152,0.040861044
33,Walking,49398902145000,-4.1814466,15.132206,-3.9771416
33,Walking,49399002273000,5.284695,6.742072,-0.9942854
33,Walking,49399112289000,-2.1383946,0.92618364,-2.4516625
33,Walking,49399222305000,4.8216033,19.041246,14.7916975
33,Walking,49399332290000,1.1441092,11.795221,-0.3405087
33,Walking,49399442306000,-1.9885708,8.240311,1.1441092
33,Walking,49399552292000,-0.14982383,8.853226,0.53119355
33,Walking,49399662307000,4.372132,11.413852,0.7218784
33,Walking,49399772293000,2.5606253,11.876944,-1.4573772
33,Walking,49399872238000,0.10896278,12.53072,0.313268
33,Walking,49399982345000,-0.6946377,1.4573772,-2.6014864
33,Walking,49400092300000,-2.1792557,10.228881,5.938472
33,Walking,49400192306000,-5.012288,9.112013,-0.8036005
33,Walking,49400302292000,4.903325,10.800936,-0.84446156
33,Walking,49400412307000,-0.10896278,5.284695,-2.3018389
33,Walking,49400522293000,0.7627395,10.61025,1.2666923
33,Walking,49400632309000,3.6774938,14.859799,0.7627395
33,Walking,49400742325000,-4.862464,18.34661,2.1111538
33,Walking,49400852340000,0.88532263,5.053149,-1.0760075
33,Walking,49400962295000,-2.7240696,1.0351465,-0.53119355
33,Walking,49401072311000,1.1849703,3.8273177,4.4810944
33,Walking,49401172287000,4.099725,2.1111538,-4.7943625
33,Walking,49401282303000,-1.607201,5.9793324,-0.3405087
33,Walking,49401382278000,0.313268,8.894087,-0.040861044
33,Walking,49401492294000,4.6036777,12.980191,1.4573772
33,Walking,49401592239000,-1.0760075,14.09706,-4.099725
33,Walking,49401692276000,3.5957718,9.575105,-1.4573772
33,Walking,49401802292000,-0.7218784,0.9942854,-2.1792557
33,Walking,49401912338000,-1.525479,11.34575,7.164303
33,Walking,49402012253000,-4.2904096,10.378705,-2.4108016
33,Walking,49402122299000,4.372132,7.014479,-2.9147544
33,Walking,49402232315000,0.6946377,6.2108784,-2.3426998
33,Walking,49402342300000,1.2258313,10.923519,1.6889231
33,Walking,49402452316000,3.214402,15.472715,0.8036005
33,Walking,49402562301000,-5.938472,17.270601,0.3405087
33,Walking,49402672348000,2.6423476,3.759216,-1.1441092
33,Walking,49402782333000,-3.759216,2.6423476,0.040861044
33,Walking,49402882461000,0.08172209,5.829509,6.8237944
33,Walking,49402992294000,3.0645783,4.0180025,-4.4810944
33,Walking,49403102310000,-0.23154591,8.240311,0.5720546
33,Walking,49403202316000,-0.19068487,10.119919,0.9942854
33,Walking,49403312301000,5.366417,13.102775,0.92618364
33,Walking,49403422317000,0.313268,14.056199,-4.2904096
33,Walking,49403532303000,3.636633,7.8861814,-0.46309182
33,Walking,49403642318000,-0.7627395,0.46309182,-2.3699405
33,Walking,49403752304000,1.4982382,17.815414,15.6634
33,Walking,49403862289000,-3.8273177,15.5135765,-0.9942854
33,Walking,49403972305000,0.08172209,9.915613,0.6537767
33,Walking,49404082596000,-0.46309182,9.575105,0.46309182
33,Walking,49404142288000,2.0294318,9.956474,0.61291564
33,Walking,49404252304000,2.7649305,14.818938,1.2258313
33,Walking,49404362289000,-4.372132,16.86199,-2.6014864
33,Walking,49404472305000,2.6423476,5.6252036,-0.84446156
33,Walking,49404572372000,-1.7978859,0.14982383,-2.2609777
33,Walking,49404672317000,2.4925237,17.692831,14.669114
